#    log(Mbh)  perr  merr  log(sigma)  err  mag_sph  perr  merr  mag_tot  err  		log(n_maj)  log(n_eq)  perr  merr  log(Re_maj)  log(Re_eq)  perr  merr  mu_e_maj  mu_e_eq  perr  merr 		mu_0_maj  mu_0_eq  perr  merr 
8.2552724936     0.124938743799	  0.0791812518001     2.25042000231	0.0211892990699     -21.584069656     0.8781	 0.660255341786     -23.1579625114     0.25	  0.378125245619     0.326929537044	 0.246991455494     0.245264323949     -0.658329232068	  -0.391412730921     0.415780714824	 0.38899756588     15.5155     16.0923	  1.73878794265     1.0617725411	 10.6860152107     11.8389038854     1.56815159736	  1.04887878327     
8.69897000434     0.0791812460476	  0.0969100130081     2.48995847942	0.0211892990699     -25.7200535825     0.660240254075	 0.579525     -25.7601790797     0.25	  0.670885687484     0.638209621074	 0.16658159909     0.206353027617     0.895338323245	  0.848929793781     0.324813281979	 0.298095403867     18.581     18.5288	  1.58716133752     0.835875363549	 8.76305494362     9.44832188391     1.24080015388	  0.703949828849     
8.5185139336     0.104735349399	  0.615423972497     2.45484486001	0.0211892990699     -24.0462009022     0.660240254075	 0.579525     -24.0462154658     0.25	  0.627765141968     0.768053222679	 0.16658159909     0.206353027617     0.266823049315	  0.278390322519     0.324813281979	 0.298095403867     17.1447     17.5077	  1.58716133752     0.835875363549	 8.28846871574     5.13833757854     1.24080015388	  0.703949828849     
7.83250891727     0.0759761028826	  0.092146218367     2.25042000231	0.0211892990699     -23.481598262     0.660240254075	 0.579525     -24.0135203276     0.25	  0.497896742913     0.415824398889	 0.16658159909     0.206353027617     0.1459641371	  -0.00520060308834     0.324813281979	 0.298095403867     16.6869     16.2303	  1.58716133752     0.835875363549	 10.2115793476     10.9309050293     1.24080015388	  0.703949828849     
8.0791812633     0.124938733912	  0.602059905041     2.25285303098	0.0211892990699     -23.8796571541     0.660240254075	 0.579525     -24.106589762     0.25	  0.358677084513     0.462068408087	 0.16658159909     0.206353027617     0.532081821695	  0.437389162963     0.324813281979	 0.298095403867     17.9256     18.1001	  1.58716133752     0.835875363549	 13.323011003     12.1655789316     1.24080015388	  0.703949828849     
7.77815126764     0.0211892977859	  0.0705810742857     2.19589965241	0.0211892990699     -22.3044642789     0.177975	 0.114466666667     -22.9918671223     0.25	  0.41242694501     0.474274554726	 0.0560640025682     0.078207140205     -0.450303905482	  -0.370728356355     0.0661586628819	 0.113928049325     15.2261     15.6492	  0.565617107022     0.338344889058	 9.9707445017     9.53543127974     0.637432251085	  0.199915902664     
7.89762710309     0.170558764855	  0.234869263527     2.17318626841	0.0211892990699     -22.7272446069     0.177975	 0.114466666667     -24.175174151     0.25	  0.427080188436     0.478234515815	 0.0560640025682     0.078207140205     -0.263991625181	  -0.129212861423     0.0661586628819	 0.113928049325     15.9315     16.4387	  0.565617107022     0.338344889058	 10.4836922857     10.2656915005     0.637432251085	  0.199915902664     
8.2552724936     0.0457574923583	  0.0248235847825     2.23299611039	0.0211892990699     -24.8182242567     0.8781	 0.660255341786     -24.9405909123     0.25	  0.858603359279     0.823813185647	 0.246991455494     0.245264323949     1.12139809705	  1.0973264066     0.415780714824	 0.38899756588     20.6217     20.8986	  1.73878794265     1.0617725411	 5.30167104845     6.78556002474     1.56815159736	  1.04887878327     
10.3222192947     0.245982429333	  0.623249290398     2.54032947479	0.0211892990699     -27.5418984865     0.177975	 0.114466666667     -27.5418520986     0.25	  0.906991913613     0.831428219708	 0.0560640025682     0.078207140205     1.7773403696	  1.4834830284     0.0661586628819	 0.113928049325     21.0119     20.115	  0.565617107022     0.338344889058	 3.8438965509     5.7459765617     0.637432251085	  0.199915902664     
8.86923172533     0.213553641566	  0.225779039429     2.40654018043	0.0211892990699     -25.4536860802     0.177975	 0.114466666667     -25.4537348636     0.25	  0.621736969974     0.75876054391	 0.0560640025682     0.078207140205     0.671434592838	  0.661680343055     0.0661586628819	 0.113928049325     17.6728     18.0053	  0.565617107022     0.338344889058	 8.94355015063     5.90536760351     0.637432251085	  0.199915902664     
8.20411998913     0.0746336199999	  0.124938736608     2.23299611039	0.0211892990699     -24.4411584041     0.177975	 0.114466666667     -24.4411516367     0.25	  0.524785449321     0.566343198218	 0.0560640025682     0.078207140205     0.869131108019	  0.773106848504     0.0661586628819	 0.113928049325     19.4083     19.3419	  0.565617107022     0.338344889058	 12.4967453315     11.7006110808     0.637432251085	  0.199915902664     
8.41497333204     0.0621479097357	  0.373580684535     2.37657695706	0.0211892990699     -22.9615027039     0.8781	 0.660255341786     -23.0999454341     0.25	  0.402966001582     0.369030221809	 0.246991455494     0.245264323949     -0.352245469792	  -0.41547299333     0.415780714824	 0.38899756588     14.7915     14.6439	  1.73878794265     1.0617725411	 9.65698782929     9.92178712586     1.56815159736	  1.04887878327     
9.04139268516     0.0377885608894	  0.0413926851582     2.37474834601	0.0211892990699     -25.8143768299     0.660240254075	 0.579525     -25.8143631124     0.25	  0.809472173592     0.753843404342	 0.16658159909     0.206353027617     1.09115159643	  0.990663541974     0.324813281979	 0.298095403867     19.673     19.2836	  1.58716133752     0.835875363549	 6.03003410034     7.32392815414     1.24080015388	  0.703949828849     
8.77085201866     0.126775077871	  0.179787401016     2.49276038903	0.0211892990699     -26.7472584227     0.177975	 0.114466666667     -26.7473013608     0.25	  0.833338388939     0.746470724014	 0.0560640025682     0.078207140205     1.32532487495	  1.18430311025     0.0661586628819	 0.113928049325     19.8199     19.3099	  0.565617107022     0.338344889058	 5.38594953665     7.55757063521     0.637432251085	  0.199915902664     
8.56820172966     0.231138816503	  0.225779039429     2.44247976906	0.0211892990699     -26.3235403968     0.177975	 0.114466666667     -26.3235363887     0.25	  0.62144633312     0.744472923734	 0.0560640025682     0.078207140205     1.28157691238	  1.07588362999     0.0661586628819	 0.113928049325     19.3756     19.1891	  0.565617107022     0.338344889058	 10.6524302734     7.49234376187     0.637432251085	  0.199915902664     
9.39794000867     0.120573931206	  0.0555173278498     2.46538285145	0.0211892990699     -26.3511792718     0.660240254075	 0.579525     -26.4118263223     0.25	  0.720324717417     0.714983224819	 0.16658159909     0.206353027617     1.19828016843	  1.16087387238     0.324813281979	 0.298095403867     19.5286     19.5505	  1.58716133752     0.835875363549	 8.48382095731     8.64511291899     1.24080015388	  0.703949828849     
9.11394335231     0.141329152796	  0.159700842868     2.40993312333	0.0211892990699     -26.9012454982     0.660240254075	 0.579525     -26.9012326495     0.25	  0.926301279321     0.828898242037	 0.16658159909     0.206353027617     1.70580570561	  1.36228880278     0.324813281979	 0.298095403867     21.3662     20.1466	  1.58716133752     0.835875363549	 3.40133244469     5.86311600761     1.24080015388	  0.703949828849     
