1 sersic 8.4337 13.5689 1.2591 -99.9999 6.1363
2 disc 66.8000 16.5000 -99.9999 -99.9999 5.3807
3 ferrer 20.9321 15.2107 0.3463 0.0100 7.6877
Delta 0.0198536424895
Total_galaxy_magnitude 4.85818182369
