# 147 Galaxy  m_bulge  M/L    M_bulge     M_bh   BT     Flag star
# 1027+4850  18.26   1.19  0.133E+11  0.200E+07  0.09 	   *
1029+4314  16.89   0.76  0.907E+10  0.100E+07  0.21 	    
# 1033+6353  18.93   1.05  0.435E+11  0.126E+07  0.77 	   *
1043+5121  17.34   1.12  0.813E+10  0.126E+07  0.19 	    
1048+4133  19.39   0.83  0.531E+09  0.100E+07  0.02 	    
1051+6059  18.94   0.98  0.167E+10  0.158E+07  0.05 	    
1051+5042  17.61   0.69  0.110E+11  0.158E+07  0.58 	    
1054+4541  19.69   0.82  0.414E+09  0.251E+06  0.02 	    
1057+4825  17.15   0.71  0.487E+10  0.501E+06  0.46 	    
1102+4638  17.57   0.59  0.126E+11  0.126E+07  0.19 	    
1105+5941  15.21   0.70  0.577E+10  0.794E+07  0.12 	    
1114+5258  18.44   0.66  0.165E+10  0.158E+07  0.06 	    
1115+5024  16.39   1.14  0.635E+10  0.126E+07  0.24 	    
1116+4026  19.62   0.51  0.326E+10  0.631E+06  0.28 	    
1122+5342  19.29   0.63  0.912E+09  0.126E+07  0.04 	    
1123+4331  18.02   0.63  0.229E+10  0.126E+07  0.16 	    
1123+6711  17.75   1.08  0.236E+10  0.200E+06  0.15 	    
1126+5134  15.96   1.07  0.271E+10  0.126E+07  0.17 	    
# 1127+4625  18.18   1.05  0.612E+10  0.200E+07  0.32 	   *
1127+5850  17.72   1.03  0.623E+10  0.126E+07  0.05 	    
1135+6440  19.37   0.71  0.160E+10  0.126E+07  0.04 	    
1136+4245  16.08   0.89  0.153E+11  0.100E+07  0.56 	    
1136+4113  17.51   0.66  0.308E+10  0.200E+07  0.42 	    
1147+4732  17.57   0.84  0.398E+10  0.158E+07  0.15 	    
1148+5145  17.69   1.07  0.377E+10  0.200E+07  0.31 	    
1151+5613  18.35   0.76  0.813E+09  0.126E+07  0.06 	    
# 1153+5256  16.08   1.16  0.135E+12  0.100E+07  0.84   >    *
1153+4612  15.32   0.89  0.335E+10  0.100E+07  0.12 	    
1156+5649  18.70   0.84  0.383E+10  0.794E+06  0.14 	    
1216+6018  16.18   1.01  0.112E+11  0.126E+07  0.63 	    
1218+4706  16.27   1.08  0.284E+11  0.126E+07  0.45 	    
1223+5814  13.90   0.90  0.433E+10  0.100E+07  0.93   >     
1227+6306  18.73   0.73  0.134E+10  0.100E+07  0.40 	    
1233+6349  17.22   0.71  0.165E+11  0.126E+07  1.00   >     
1242+5753  17.71   0.71  0.630E+10  0.126E+07  0.22 	    
1251+4724  16.68   1.08  0.226E+11  0.158E+07  0.50 	    
# 1253+4627  18.07   1.33  0.474E+12  0.158E+07  0.08 	   *
1258+5225  19.01   0.85  0.111E+10  0.158E+07  0.02 	    
1308+5052  16.52   1.22  0.801E+10  0.158E+07  0.25 	    
1313+6332  18.98   0.73  0.760E+10  0.158E+07  0.07 	    
1313+0519  16.77   0.80  0.336E+10  0.200E+06  0.32 	    
1316+0556  16.83   0.84  0.431E+10  0.100E+07  0.23 	    
1319+1056  16.37   0.68  0.743E+10  0.794E+06  0.29 	    
1325+5429  18.14   0.56  0.720E+10  0.158E+07  0.29 	    
1342+4827  18.36   0.55  0.199E+10  0.200E+07  0.09 	    
1347+4743  18.76   0.59  0.708E+09  0.100E+07  0.03 	    
1357+6525  18.12   0.55  0.342E+10  0.158E+07  0.36 	    
1408+5628  16.62   0.81  0.330E+11  0.126E+07  0.25 	    
1408+6431  17.71   0.63  0.114E+11  0.158E+07  0.14 	    
1416+5528  16.76   1.11  0.115E+11  0.251E+07  0.11 	    
1421+6313  17.89   0.75  0.950E+10  0.158E+07  0.33 	    
1425+3449  18.50   0.68  0.928E+10  0.158E+07  0.40 	    
1430+5722  17.82   0.89  0.802E+10  0.158E+07  0.24 	    
1433+5258  17.73   1.37  0.226E+10  0.158E+07  0.08 	    
1435+3413  18.84   0.98  0.513E+09  0.316E+06  0.09 	    
1437+5458  17.82   0.96  0.597E+10  0.158E+07  0.14 	    
1442+6111  17.55   1.13  0.221E+10  0.200E+07  0.35 	    
1506+3413  17.57   0.61  0.420E+10  0.100E+07  0.09 	    
1534+0408  19.04   0.62  0.206E+09  0.631E+05  0.12 	    
1546+4751  18.43   0.75  0.331E+10  0.126E+07  0.16 	    
1600+5052  17.88   0.66  0.446E+10  0.126E+07  0.31 	    
1617-0019  19.10   0.77  0.523E+09  0.501E+06  0.02 	    
# 1621+3436  17.80   1.32  0.145E+11  0.501E+06  0.14 	   *
1624-0054  17.18   1.08  0.282E+10  0.126E+07  0.03 	    
1625-0043  19.40   0.80  0.206E+10  0.158E+07  0.08 	    
1626+3502  14.98   0.68  0.710E+10  0.316E+06  0.38 	    
1631+2437  16.20   0.75  0.416E+10  0.200E+06  0.63 	    
1656+3714  16.60   0.74  0.614E+10  0.200E+07  0.90   >     
1708+6015  17.76   0.94  0.159E+11  0.158E+07  0.17 	    
2058-0650  16.75   0.62  0.631E+10  0.126E+07  0.68 	    
2124+0106  17.64   0.74  0.120E+11  0.158E+07  0.57 	    
2137-0838  18.61   0.67  0.656E+10  0.200E+07  0.18 	    
2207-0010  18.65   0.62  0.701E+10  0.126E+07  1.00   >     
2211-0105  18.49   0.89  0.296E+10  0.200E+07  0.04 	    
2238+1433  18.78   0.57  0.445E+10  0.158E+07  0.14 	    
2256+1410  17.81   0.66  0.117E+11  0.251E+07  0.59 	    
2358+0020  18.81   0.68  0.769E+10  0.100E+07  0.27 	    
#  0022-0058   18.7 18.3   19.3 2.9   1.28  0.19   18.43 0.16 2     0.55 0.43	 19.40 0.37   0.29	   
#  0024-1038   18.7 17.1   20.6 1.8   1.22  0.85   17.10 0.01 2     0.14 0.007   18.93 0.10   0.16	   
#  0117-1001   19.2 18.7   19.3 0.4  10.76	 > 17.80      2,3,4 2.36 0.10	 18.40 0.03   1.00	   
#  0120-0849   19.8 18.8 > 21.2       2.44  1.90   18.95 0.07 2,3,4 0.31 0.06	 19.28 0.02   0.42	   
#  0158-0052   19.5 17.7   20.6 0.5   7.21	 > 17.01      3     1.58 0.07	 17.42 0.03   1.00	   
#  0228-0901   19.8 17.0   20.7 1.3   2.15  0.55   17.01 0.02 2,3,4 0.21 0.08	 20.35 0.29   0.04	   
#  0233-0748   18.8 14.8   20.8 0.4   1.69  0.29   15.56 0.10 2     0.61 0.05	 15.92 0.09   0.42	   
#  0240+0103   21.2 19.4   20.0 1.1   3.39	 > 19.20      2,3   0.74 0.33	 19.80 0.29   1.00	   
#  0304+0028   16.9 14.9   17.9 0.3   5.05  1.20   14.74 0.23 3     0.19 0.11	 16.68 0.06   0.12 bar     
#  0325+0034   19.2 18.7   19.9 0.5   1.42  0.12   18.40 0.03 2     0.35 0.15	 19.70 0.13   0.23	   
#  0327-0756   20.0 18.4   21.6 0.6   2.03  1.42   18.78 0.04 4     0.57 0.14	 19.02 0.09   0.44	   
#  0347+0057   19.4 18.8   20.5 0.2   3.65  3.28   19.02 0.08 3,4   1.13 0.13	 19.11 0.07   0.48	   
#  0731+3926   18.3 15.6   19.5 0.1   5.20  0.30   14.76 0.08 1     0.66 0.01	 18.34 0.03   0.03 bar     
#  0735+4235   18.5 17.2   19.2 1.2   1.74  1.54   17.75 0.09 4     0.53 0.19	 17.75 0.06   0.50	   
#  0744+2430   20.8 16.5   23.4 1.8   4.25  0.16   16.36 0.06 2     0.51 0.03	 19.62 0.03   0.05	   
#  0748+4540   20.2 16.3   21.2 0.3   7.68  0.46   16.41 0.07 2     0.52 0.04	 19.48 0.04   0.05 bar     
#  0748+4052   20.3 18.6   20.9 0.1   3.41  0.82   18.82 0.03 3     1.86 0.27	 18.59 0.16   0.55	   
#  0748+4644   19.3 18.5   19.3 0.5   9.17	 > 17.04      4     2.01 1.00	 18.59 0.11   1.00	   
#  0748+1821   20.1 17.2   21.5 0.5   1.62  1.20   17.34 0.03 2     0.47 0.02	 18.53 0.03   0.25	   
#  0750+3157   20.0 15.0   19.7 0.3   5.28  0.48   15.31 0.13 2     0.72 0.14	 18.37 0.04   0.05 bar     
#  0802+4846   20.4 17.1   22.2 0.2   1.24  0.06   19.03 0.52 3     1.67 0.15	 17.13 0.13   0.85	   
#  0803+2631   19.8 15.0   20.9 0.8   2.45  0.28   14.93 0.28 2     0.32 0.32	 19.00 2.96   0.02	   
#  0806+2419   18.6 15.4   19.2 0.7   1.64  0.11   15.60 0.02 2     0.29 0.16	 17.93 0.39   0.10 bar     
#  0809+4416   19.3 16.5   19.8 0.4   1.36  1.01   16.90 0.07 2,3   0.63 0.12	 17.70 0.14   0.32	   
#  0815+2506   20.0 16.7   20.6 1.8   1.84  0.04   16.77 0.02 2     0.23 0.11	 20.17 0.27   0.04 bar     
#  0818+4729   19.6 16.8   21.2 0.5   1.03  0.02   17.07 0.01 2     0.15 0.01	 19.03 0.05   0.12 bar     
#  0820+4707   19.4 16.2   20.2 0.1   1.35  0.07   16.81 0.01 1     0.71 0.01	 16.96 0.04   0.32	   
#  0821+4048   18.9 18.4   19.3 0.4  17.94	 > 16.90      2,3,4 3.94 0.82	 18.09 0.05   1.00	   
#  0823+0651   20.1 15.6   21.6 0.2   4.23  0.63   15.71 0.18 2     0.33 0.06	 19.40 0.08   0.03 bar     
#  0823+0606   20.1 17.1   21.7 0.3   3.32  1.02   17.77 0.20 1     0.41 0.01	 18.75 0.02   0.17 bar     
#  0823+2448   19.2 17.9   20.0 0.5   5.38  0.28   17.93 0.04 2     1.30 0.17	 19.33 0.05   0.22	   
#  0824+0725   19.1 16.4   19.5 0.7   6.16  6.16   23.29 3.75 2     2.91 0.36	 17.65 0.13   0.33 bar     
#  0824+2959   17.1 14.5   18.2 0.1   4.58	 > 15.47      3     2.02 0.08	 14.70 0.03   0.86 nuclear 
#  0827+2729   20.6 18.0   20.8 3.2   3.53  0.09   17.52 0.03 2     0.36 0.26	 21.25 0.91   0.03	   
#  0830+0847   20.6 15.8   21.3 0.1   6.09  0.63   15.80 0.14 1     0.57 0.01	 19.35 0.04   0.03 bar     
#  0832+5024   21.2 18.9   21.7 0.2   2.08  0.25   18.98 0.02 0.5   1.73 0.04	 19.95 0.18   0.29	   
#  0833+0620   19.5 17.0   19.8 0.7   2.54  1.09   17.11 0.03 2,3   0.94 0.42	 19.06 0.09   0.14	   
#  0838+5406   18.9 16.2   21.0 0.5   0.61  0.11   18.26 0.36 4     0.55 0.06	 16.58 0.11   0.82	   
#  0839+0821   18.4 17.5   18.6 2.2   3.52  0.18   17.61 0.07 3,4   0.80 0.65	 18.87 0.45   0.24	   
#  0840+0759   19.9 17.3   20.6 0.7   4.93  0.33   16.90 0.08 3,4   0.36 0.15	 20.13 0.17   0.05	   
#  0840+4123   21.7 15.1   24.2 0.4   1.88  0.07   15.10 0.05 2     0.34 0.04	 19.42 0.16   0.02	   
#  0843+3610   21.3 15.8   21.5 0.1   9.02  1.02   16.78 0.45 2     5.96 0.23	 18.15 0.06   0.12 bar     
#  0847+3604   18.6 16.9   19.2 0.1   2.93  0.39   16.86 0.09 2     0.53 0.07	 18.76 0.08   0.13 bar     
#  0848+3735   19.5 19.1   19.8 0.4   4.66  0.56   18.23 0.12 2,3   0.51 0.09	 20.44 0.11   0.12	   
#  0854+0808   19.8 18.6   20.0 0.6   7.17  0.91   18.84 0.10 2,3,4 0.81 0.50	 21.00 0.54   0.08 bar     
#  0900+4327   19.7 16.4   20.6 0.3   3.92  3.92   18.16 1.55 4     1.72 0.25	 17.24 0.07   0.41 bar     
#  0903+0457   17.6 16.8   18.0 0.1   1.51  0.05   16.80 0.02 2     0.32 0.03	 18.67 0.08   0.15	   
#  0903+4639   18.0 15.5   18.6 0.2   1.44  0.09   15.87 0.05 3     0.54 0.07	 16.47 0.04   0.35 bar     
#  0904+0753   18.4 17.2   18.5 0.3   3.34  0.12   17.27 0.01 2,3,4 0.35 0.02	 19.73 0.05   0.09	   
#  0907+4454   20.7 18.6   22.0 0.4   1.72  0.10   18.75 0.05 1     0.42 0.01	 19.72 0.03   0.23	   
#  0910+0408   18.7 14.9   19.5 0.6   4.40  0.61   16.01 0.19 3     0.23 0.08	 18.82 0.15   0.07 bar     
#  0911+5500   18.9 16.0   19.7 1.0   2.12  0.07   16.24 0.03 3     0.34 0.04	 17.86 0.03   0.18	   
#  0914+0853   18.4 16.2   18.9 0.4   3.88  1.43   18.24 0.14 4     0.64 0.37	 19.30 0.23   0.27	   
#  0916+3834   19.9 19.2   20.4 0.3   1.93  0.05   18.65 0.02 2,3,4 0.41       > 20.47      < 0.16	   
#  0918+3637   19.0 18.2   26.1 3.8   2.22  0.04   18.54 0.02 4     0.13 0.002   18.78 0.01   0.44	   
#  0924+5607   18.9 13.3   19.8 0.3   3.18  0.05   13.54 0.02 3     2.28 0.15	 14.32 0.07   0.33	   
#  0925+0502   19.5 18.7   19.7 0.3   5.18  1.79   23.00 0.42 4     1.40 0.80	 19.60 0.14   0.38 bar     
#  0927+0843   19.0 17.0   19.2 0.2   3.10  0.45   17.46 0.31 2     0.51 0.51	 19.88 1.68   0.07 bar     
#  0931+0635   19.9 17.7   20.2 0.2   2.03  0.13   17.85 0.05 2     0.56 0.21	 19.86 0.10   0.14	   
#  0933+5347   17.8 15.9   18.3 0.2   3.21  0.46   16.03 0.14 4     0.47 0.19	 18.00 0.08   0.13 bar     
#  0938+0348   19.4 17.7   19.8 0.9   2.15  0.08   17.68 0.04 2     0.43 0.19	 19.72 0.28   0.13	   
#  0940+0324   17.8 15.9   18.3 0.2   2.62  0.11   16.07 0.03 2     0.22 0.03	 17.59 0.07   0.17 bar     
#  0942+4800   19.4 18.2   19.4 0.1   4.18  0.26   18.63 0.06 2,3,4 0.92       > 20.01      < 0.13 bar     
#  0942+0838   18.6 17.0   18.7 0.1   7.65  5.44   17.95 0.61 2     0.71 0.04	 18.43 0.08   0.26 bar     
#  0953+3650   21.6 15.8 > 20.4       2.54  0.23   15.69 0.13 2,3,4 0.55       > 18.59      < 0.06 bar     
#  0953+5626   19.6 16.5   20.2 0.1   2.00  0.01   16.84 0.03 1     0.53 0.01	 18.18 0.01   0.16 bar     
#  0954+4032   18.6 18.0   19.0 1.6   1.44  0.44   18.90 0.33 4     0.37 0.23	 18.27 0.06   0.64	   
#  1006+3657   19.2 17.8   19.4 0.2   0.82  0.01   18.84 0.22 3     2.09 0.22	 18.26 0.15   0.63	   
#  1021+0127   20.0 15.6   21.6 0.8   3.51  0.09   15.77 0.02 2,3,4 0.71 0.06	 17.91 0.03   0.12	   
#  1022+3837   20.8 17.2   21.2 0.1   2.38  0.16   17.08 0.09 1     0.28 0.02	 20.19 0.04   0.05 bar     
#  1027+4850   20.5 16.5 > 19.9       4.94  0.07   16.62 0.01 2     0.65 0.03	 19.07 0.29   0.09	   
#  1029+4314   18.2 15.8   18.4 0.2   4.21  0.07   16.35 0.02 4     1.00 0.31	 17.56 0.08   0.21 bar     
#  1033+6353   20.5 20.3 > 21.6       4.11  0.01   21.05 0.02 2     0.67 0.01	 19.72 0.01   0.77	   
#  1043+5121   19.0 16.2   19.4 0.2   5.60  1.16   17.39 0.15 3     0.89 0.14	 17.96 0.04   0.19 bar     
#  1048+4133   20.4 15.6   21.4 0.3   2.80  0.12   15.64 0.05 1     0.26 0.03	 19.98 0.06   0.02 bar     
#  1051+6059   20.3 16.5   21.4 0.5   4.54  0.48   16.99 0.09 2     0.28 0.03	 19.66 0.06   0.05 bar     
#  1051+5042   19.3 17.8   19.5 0.2   2.77  0.41   18.72 0.31 2     1.81 0.150   18.35 0.26   0.58	   
#  1054+4541   20.2 16.0   20.7 1.1   2.85  0.13   15.95 0.06 3     0.17 0.04	 20.32 0.35   0.02	   
#  1057+4825   19.7 16.9   20.6 0.2   1.38  0.08   18.77 0.05 2     1.07 0.03	 17.76 0.01   0.46 bar     
#  1102+4638   18.8 16.8   18.9 0.2   3.23  0.24   17.29 0.05 2,3,4 0.72       > 18.44      < 0.19 bar     
#  1105+5941   17.2 13.8   19.4 2.3   4.61  0.20   14.00 0.06 2     0.19 0.01	 15.94 0.02   0.12 bar     
#  1114+5258   18.6 16.0   18.9 0.5   2.55  0.03   16.13 0.01 2     0.45 0.21	 19.08 0.15   0.06	   
#  1115+5024   19.4 15.9   21.5 2.6   2.06  0.02   16.12 0.01 4     0.56 0.05	 17.36 0.03   0.24	   
#  1116+4026   20.5 19.9   20.6 0.3   0.44  0.10   19.51 0.02 2,3,4 0.34       > 20.56      < 0.28	   
#  1122+5342   21.1 16.0   23.0 2.1   3.15  0.08   16.53 0.02 3     0.53 0.10	 19.96 0.09   0.04	   
#  1123+4331   18.6 16.9   18.8 0.35  3.07  0.32   17.63 0.05 2     0.39 0.15	 18.76 0.12   0.16 bar     
#  1123+6711   20.2 16.4   20.7 0.4   2.00  0.26   16.54 0.04 3     1.42 1.08	 18.39 0.70   0.15	   
#  1126+5134   18.5 14.6   18.8 0.1   2.19  0.38   14.99 0.21 2     0.63 0.05	 16.48 0.10   0.17 bar     
#  1127+4625   20.9 17.9   21.9 0.1   2.61  0.23   18.39 0.04 2     0.92 0.06	 19.23 0.09   0.32	   
#  1127+5850   19.9 15.2   21.2 0.8   6.98  0.08   15.21 0.02 2     0.58 0.04	 18.34 0.01   0.05	   
#  1135+6440   19.4 16.3   19.6 0.9   3.51  0.05   16.63 0.02 2     0.66 0.43	 20.05 0.43   0.04	   
#  1136+4245   18.4 16.3   19.8 1.1   3.29  0.30   17.09 0.15 4     1.06 0.36	 16.82 0.13   0.56	   
#  1136+4113   20.1 17.2   19.2 0.6   1.20  0.11   17.82 0.36 2     0.98 0.69	 18.18 0.73   0.42	   
#  1147+4732   20.0 16.4   20.7 0.3   2.31  0.03   16.49 0.03 2,3   1.26 0.24	 18.34 0.13   0.15	   
#  1148+5145   20.2 17.1   21.5 0.7   1.72  0.10   17.44 0.04 3     0.85 0.07	 18.31 0.13   0.31	   
#  1151+5613   18.7 16.1   19.0 0.5   2.42  0.37   16.51 0.11 2     0.15 0.06	 19.02 0.27   0.06 bar     
#  1153+5256   19.6 16.6   19.9 0.4  38.70	 > 15.92      2     8.52 1.37	 16.79 0.05   0.84 nuclear 
#  1153+4612   16.7 14.1   16.7 0.1   3.04  0.13   14.00 0.05 1     0.38 0.01	 15.87 0.01   0.12 bar     
#  1156+5649   19.3 17.6   19.8 1.5   2.58  0.11   17.65 0.01 2,3,4 0.40 0.16	 19.58 0.36   0.14	   
#  1216+6018   20.1 16.5   22.0 0.4   2.18  0.31   17.46 0.04 2     1.27 0.07	 16.88 0.07   0.63	   
#  1218+4706   18.7 16.2   20.1 2.0   3.90  0.13   16.80 0.06 4     0.98 0.23	 17.03 0.06   0.45	   
#  1223+5814   18.3 14.7   18.4 0.1   8.08	 > 14.93      2     1.78 0.02	 14.73 0.01   0.93 nuclear 
#  1227+6306   19.8 18.6   20.6 0.8   0.89  0.09   18.85 0.04 2     0.22 0.03	 19.31 0.12   0.40	   
#  1233+6349   18.7 18.0   18.7 0.3  20.14	 > 17.10      2     4.43 0.52	 17.92 0.03   1.00	   
#  1242+5753   20.3 17.1   21.0 0.4   2.80  0.16   17.35 0.05 1     0.88 0.03	 18.37 0.03   0.22	   
#  1251+4724   18.8 16.9   19.2 0.2   3.60  0.16   17.51 0.10 2     1.39 0.18	 17.50 0.08   0.50	   
#  1253+4627   19.9 16.4   24.0 2.6   1.80  0.12   16.50 0.10 2     0.17 0.01	 19.16 0.24   0.08	   
#  1258+5225   21.3 15.7 > 20.1       4.39  0.10   15.59 0.07 1     0.32 0.03	 19.60 0.08   0.02 bar     
#  1308+5052   18.7 16.3   19.1 0.8   2.37  0.05   16.51 0.07 4     0.97 0.53	 17.71 0.24   0.25	   
#  1313+6332   20.3 17.0   20.8 0.2   6.97  0.63   17.06 0.10 2     1.16 0.15	 19.82 0.11   0.07	   
#  1313+0519   19.1 16.1   19.8 2.2   3.11  0.83   16.95 0.38 4     0.82 0.65	 17.35 0.64   0.32 bar     
#  1316+0556   19.2 15.9   20.4 0.8   1.45  0.02   16.22 0.01 2     0.44 0.05	 17.51 0.03   0.23	   
#  1319+1056   18.6 15.8   18.9 0.1   2.60  0.05   16.57 0.02 1     0.74 0.02	 16.98 0.01   0.29	   
#  1325+5429   18.6 17.8   18.8 0.4   4.73  1.20   18.36 0.10 2     0.62 0.27	 18.91 0.16   0.29 bar     
#  1342+4827   18.2 16.6   18.5 0.3   2.24  0.07   16.71 0.03 1     0.19 0.04	 19.12 0.32   0.09 bar     
#  1347+4743   18.8 15.7   19.1 1.4   2.32  0.04   15.67 0.02 2     0.17 0.11	 19.48 0.63   0.03	   
#  1357+6525   18.1 17.9   18.4 3.4   0.23  0.24   18.18 0.05 2     0.26 0.14	 18.80 0.78   0.36	   
#  1408+5628   18.4 15.9   18.9 0.5   4.25  0.03   16.23 0.01 2     0.98 0.09	 17.44 0.05   0.25	   
#  1408+6431   19.2 16.4   22.6 1.2   5.07  0.17   16.53 0.04 2     0.34 0.03	 18.50 0.05   0.14	   
#  1416+5528   20.2 15.6   20.4 0.1   9.84  3.24   15.33 0.23 2     2.43 0.08	 17.37 0.04   0.11 bar     
#  1421+6313   19.0 17.8   19.1 0.1   3.78  1.87   18.55 0.28 1     1.49 0.30	 18.58 0.28   0.33	   
#  1425+3449   19.2 18.3   19.6 0.6   3.36  0.24   18.77 0.07 2     0.92 0.34	 19.23 0.09   0.40	   
#  1430+5722   19.4 17.0   20.1 1.1   3.04  0.12   17.19 0.04 2,3,4 0.90 0.40	 18.47 0.09   0.24	   
#  1433+5258   19.1 16.1   19.4 0.1   2.89  0.20   16.06 0.07 2     0.33 0.03	 18.76 0.08   0.08	   
#  1435+3413   20.5 16.7   23.6 1.3   1.17  0.04   17.01 0.02 2     0.19 0.01	 19.40 0.05   0.09 bar     
#  1437+5458   18.4 16.5   18.5 0.1   3.57  0.12   16.69 0.05 2,3,4 0.79       > 18.45      < 0.14 bar     
#  1442+6111   19.8 17.0   21.7 1.0   1.18  0.06   17.42 0.03 2,3   0.27 0.01	 18.09 0.03   0.35	   
#  1506+3413   18.2 15.7   18.4 0.4   6.50  0.26   16.06 0.03 4     0.56 0.29	 18.26 0.08   0.09 bar     
#  1534+0408   20.0 17.6   20.0 0.2   1.41  0.09   17.53 0.11 2,3,4 0.31       > 19.68      < 0.12	   
#  1546+4751   19.2 17.2   19.6 0.1   2.49  0.08   17.52 0.02 2     0.35 0.01	 19.10 0.02   0.16 bar     
#  1600+5052   18.9 17.3   19.3 0.5   1.21  0.02   17.73 0.05 2     0.60 0.13	 18.58 0.03   0.31	   
#  1617-0019   20.7 15.9   20.8 0.3   2.76  0.07   15.87 0.04 1     0.20 0.02	 20.0  0.08   0.02 bar     
#  1621+3436   19.5 16.3   21.0 0.6   5.25  0.18   16.59 0.03 2     0.53 0.04	 18.44 0.01   0.14 bar     
