# logMassSph err_logMassSph logMassBH err_logMassBH 
0.613827453269 -0.0584883333334 9.38021124171 0.192675440682 
0.675920322675 -0.0584883333334 9.04139268516 0.0798504214338 
-0.0667591081766 -0.247953050815 8.60205999133 0.110924374808 
0.773463334863 -0.0584883333334 9.39794000867 0.0334733948153 
0.319566447023 -0.0584883333334 8.59106461765 0.0447002051846 
0.631812504383 -0.247953050815 8.95424250944 0.0409106708996 
0.594995639143 -0.247953050815 9.76342799356 0.0262393067494 
-0.0147410207366 -0.247953050815 8.67209784031 0.0463770285148 
-0.464261715537 -0.0584883333334 8.91907810236 0.0981473198826 
-0.137201842737 -0.307671068357 7.5910645911 0.16789605594 
-0.635927600017 -0.0584883333334 7.62324927684 0.0414871179026 
0.100292004908 -0.307671068357 9.16136800223 0.0602869656029 
-0.26011384861 -0.0584883333334 8.76342799356 0.0375323399264 
0.710019977853 -0.0584883333334 8.67209784031 0.0557460109673 
-1.2696633347 -0.0584883333334 7.14612803753 0.602059875052 
-1.40769563511 -0.247953050815 7.17609127631 0.340620607903 
-1.73279301178 -0.247953050815 7.6020599978 0.0496923153326 
0.670602979019 -0.0584883333334 9.55630250077 0.0183614035124 
-0.123853432978 -0.0584883333334 8.94448268156 0.244414004237 
-0.804126656178 -0.0584883333334 8.30102999566 0.110924374808 
-0.211140561697 -0.247953050815 7.88649071441 0.0286133351501 
-0.731516670617 -0.0584883333334 7.23044892595 0.0395906216757 
-0.00016138885664 -0.0584883333334 8.38021125897 0.0545722347125 
0.433813787603 -0.247953050815 8.49136168047 0.127636257154 
0.357027796031 -0.247953050815 8.11394333638 0.176091266246 
0.0819961685034 -0.247953050815 8.30102999566 0.172616834446 
0.976002411137 -0.0584883333334 9.98677173427 0.126272686118 
-0.920391379563 -0.307671068357 8.90848503933 0.105964836148 
-1.11182290058 -0.307671068357 8.2552724936 0.102059997799 
0.438654087881 -0.247953050815 8.69897000434 0.0880456295278 
-0.215653993866 -0.247953050815 8.5185139336 0.360079660947 
-0.343674252777 -0.247953050815 7.83250891727 0.084061160625 
-0.224250695937 -0.247953050815 8.0791812633 0.363499319479 
-0.898107846017 -0.0584883333334 7.77815126764 0.0458851860358 
-0.621047381779 -0.0584883333334 7.89762710309 0.202714014191 
0.189397772493 -0.307671068357 8.2552724936 0.0352905385703 
1.14554010427 -0.0584883333334 10.3222192947 0.434615859865 
0.368295613429 -0.0584883333334 8.86923172533 0.219666340497 
0.0385714314532 -0.0584883333334 8.20411998913 0.0997861783042 
-0.655192476017 -0.307671068357 8.41497333204 0.217864297136 
0.533717174383 -0.247953050815 9.04139268516 0.0395906230238 
0.848320499535 -0.0584883333334 8.77085201866 0.153281239443 
0.700646027728 -0.0584883333334 8.56820172966 0.228458927966 
0.701765762528 -0.247953050815 9.39794000867 0.0880456295278 
0.94584745414 -0.247953050815 9.11394335231 0.150514997832 
