# MAGGal err_MAGGal logMassBH err_logMassBH 
-1.37509045098 0.2 9.38021124171 0.192675440682 
0.0169314955193 0.2 6.64345267413 0.301029995664 
-1.57291518758 0.2 9.04139268516 0.0798504214338 
-0.428586053481 0.2 8.80617998046 0.0271788311613 
0.485079205719 0.2 8.60205999133 0.110924374808 
0.734344642619 0.2 7.5910645911 0.0111381975152 
0.103797355119 0.2 8.14612802828 0.160167577987 
-1.76481370588 0.2 9.39794000867 0.0334733948153 
-0.489340400381 0.2 8.59106461765 0.0447002051846 
0.540913297819 0.2 6.20412000328 0.110924374808 
0.351037844619 0.2 7.86923172533 0.0891915251062 
-1.23154890938 0.2 8.95424250944 0.0409106708996 
-1.21915241778 0.2 9.76342799356 0.0262393067494 
0.0341220520193 0.2 8.67209784031 0.0463770285148 
0.578702137319 0.2 6.86332285374 0.0905273385803 
-0.146403533681 0.2 8.91907810236 0.0981473198826 
0.518776669619 0.2 7.5910645911 0.16789605594 
0.577126166819 0.2 7.62324927684 0.0414871179026 
0.622548293119 0.2 7.86332287147 0.28625236213 
-1.69781721248 0.2 8.17609125906 0.253542242747 
-0.174831916281 0.2 9.16136800223 0.0602869656029 
1.07722199382 0.2 8.76342799356 0.0375323399264 
-1.68336394568 0.2 8.67209784031 0.0557460109673 
0.565922359919 0.2 6.91907807585 0.020946082459 
2.18203745542 0.2 7.14612803753 0.602059875052 
2.33983716752 0.2 7.17609127631 0.340620607903 
2.49837610382 0.2 7.6020599978 0.0496923153326 
0.614429457719 0.2 8.23044893356 0.0513311702674 
-1.50299581148 0.2 9.55630250077 0.0183614035124 
0.382346553219 0.2 8.94448268156 0.244414004237 
0.515942422519 0.2 7.14612803753 0.238560623989 
0.897298767219 0.2 8.30102999566 0.110924374808 
1.21024714802 0.2 7.88649071441 0.0286133351501 
1.03510964132 0.2 7.23044892595 0.0395906216757 
-0.516238427681 0.2 7.53147892161 0.0255762603811 
0.362436168019 0.2 8.38021125897 0.0545722347125 
1.70789980952 0.2 6.76342798107 0.0602869702604 
-0.775450838181 0.2 8.49136168047 0.127636257154 
-0.667212857281 0.2 8.11394333638 0.176091266246 
0.282287637119 0.2 8.30102999566 0.172616834446 
-2.26282464108 0.2 9.98677173427 0.126272686118 
1.24839741472 0.2 8.90848503933 0.105964836148 
1.62035569272 0.2 8.2552724936 0.102059997799 
0.333663225819 0.2 7.81291334071 0.0469522533713 
-0.981860875581 0.2 8.69897000434 0.0880456295278 
0.732102738319 0.2 8.5185139336 0.360079660947 
0.764797876519 0.2 7.83250891727 0.084061160625 
0.671728442119 0.2 8.0791812633 0.363499319479 
1.78645108182 0.2 7.77815126764 0.0458851860358 
0.603144053119 0.2 7.89762710309 0.202714014191 
-0.162272708181 0.2 8.2552724936 0.0352905385703 
-2.76353389448 0.2 10.3222192947 0.434615859865 
-0.675416659481 0.2 8.86923172533 0.219666340497 
-0.189634161881 0.2 7.65321250227 0.124161827345 
0.337166567419 0.2 8.20411998913 0.0997861783042 
1.67837277002 0.2 8.41497333204 0.217864297136 
-1.03604490828 0.2 9.04139268516 0.0395906230238 
-1.96898315668 0.2 8.77085201866 0.153281239443 
-1.54521818458 0.2 8.56820172966 0.228458927966 
-1.63350811818 0.2 9.39794000867 0.0880456295278 
-2.12291444538 0.2 9.11394335231 0.150514997832 
0.577021713919 0.2 7.03342376675 0.0201206084162 
