 35
 -0.397939682  0.300000012  5.30103016  0.300000012
  0.255272865  0.300000012  6.20412016  0.300000012
  0.44715786  0.300000012  6.08635998  0.300000012
  0.690196037  0.300000012  5.76715565  0.300000012
 -0.0671882629  0.300000012  5.69896984  0.300000012
 -0.117285728  0.300000012  5.39794016  0.300000012
 -0.356547356  0.300000012  4.90309  0.300000012
 -0.00729942322  0.300000012  6.10037041  0.300000012
 -0.376750946  0.300000012  5.  0.300000012
 -0.0177288055  0.300000012  5.20412016  0.300000012
 -0.0671882629  0.300000012  5.39794016  0.300000012
 -0.146707535  0.300000012  5.69896984  0.300000012
 -0.356547356  0.300000012  5.11394358  0.300000012
 -0.236572266  0.300000012  5.20412016  0.300000012
  0.906694412  0.300000012  6.85125828  0.300000012
  0.748188019  0.300000012  7.32221937  0.300000012
  0.787696838  0.300000012  6.73239374  0.300000012
  0.947760582  0.300000012  6.65321255  0.300000012
  1.34700489  0.300000012  7.42975235  0.300000012
  0.787696838  0.300000012  7.33645964  0.300000012
  1.30678177  0.300000012  7.22271633  0.300000012
  0.707570076  0.300000012  7.09342146  0.300000012
  0.5069561  0.300000012  6.59106445  0.300000012
  1.14716053  0.300000012  7.  0.300000012
  0.704722404  0.300000012  5.78103685  0.300000012
  1.24960613  0.300000012  6.59988308  0.300000012
  1.53147888  0.300000012  7.51982784  0.300000012
  0.591064453  0.300000012  6.59988308  0.300000012
  1.03742599  0.300000012  7.22010803  0.300000012
  1.32565212  0.300000012  7.19033194  0.300000012
  0.535716057  0.300000012  6.19033194  0.300000012
  0.957448006  0.300000012  7.1303339  0.300000012
  1.08158684  0.300000012  7.29003477  0.300000012
  1.02938366  0.300000012  7.69019604  0.300000012
  1.7377224  0.300000012  8.  0.300000012
