# log_sigma200   log_err_sigma   log_mbh   log_err_mbh 
-0.288192770959   0.0854135095317   6.61278385672   0.0640149067927   
0.158362492095   0.0211281900684   9.59106460703   0.0574772578508   
0.206825876032   0.021597636898   9.14612803568   0.0756338376653   
-0.10237290871   0.049692316068   6.23044892138   0.0880456295278   
0.197280558126   0.0220784027256   9.44715803134   0.193472312185   
-0.425968732272   0.0173810531296   6.41497334797   0.0845711995502   
-0.0969100130081   0.0217328468905   8.14612803568   0.150514997832   
0.0700378666078   0.0221960451058   8.93449845124   0.0342286903279   
0.0191162904471   0.0207955192152   8.23044892138   0.190105620856   
0.0107238653918   0.0212019242765   7.60205999133   0.0435750878595   
-0.130768280269   0.0700893515825   7.83250891271   0.0191724960381   
0.0374264979406   0.0199357560188   7.85125834872   0.148456714735   
0.0530784434834   0.0211549430472   8.23044892138   0.0774509799929   
0.214843848048   0.0212019242765   9.17609125906   0.0582527845357   
-0.0604807473814   0.0224835727583   8.77085201164   0.0402597984099   
0.170261715395   0.0220270345609   8.7075701761   0.0562110895932   
#0.170261715395   0.0220270345609   9.11394335231   0.23856062736   
0.136720567156   0.0222095698942   9.67209785794   0.0545722347125   
0.159867847093   0.021054967336   9.59106460703   0.0788039266808   
-0.142667503569   0.0494626521217   6.89209460269   0.0222910663264   
-0.139661993429   0.0209822507718   7.14612803568   0.0880456295278   
-0.0245681914907   0.0206963425791   7.61278385672   0.048455006504   
-0.0809219076239   0.040547220346   7.08278537032   0.0179562779453   
-0.145693958199   0.0212761753427   7.90308998699   0.0805754546314   
0.186108379813   0.0212365101237   9.56820172407   0.0373168091485   
0.0606978403536   0.0207864638674   8.94939000664   0.17686817309   
-0.177178354697   0.0392913159593   7.17609125906   0.227965977825   
0.0107238653918   0.0212019242765   8.32221929473   0.119441044458   
-0.214670164989   0.0924325916816   6.88081359228   0.0892289961674   
-0.139661993429   0.0209822507718   8.2552725051   0.23856062736   
0.0128372247052   0.0210988398972   8.6232492904   0.1123208249   
-0.145693958199   0.0212761753427   7.04139268516   0.212984366136   
-0.130768280269   0.0293890002766   7.51851393988   0.026353175258   
-0.301029995664   0.0556539168543   6.77815125038   0.0624693683041   
0.0273496077748   0.0204044125675   8.51851393988   0.124938736608   
0.0588054866759   0.0208773740535   8.14612803568   0.150514997832   
-0.0409586076789   0.0214936320595   8.67209785794   0.0938365658027   
0.130333768495   0.0225391873676   9.98677173427   0.123235612262   
0.13353890837   0.0223731635829   8.92941892571   0.0358466123275   
-0.0457574905607   0.0217328468905   8.2552725051   0.102059991328   
-0.24033215531   0.0378603569691   7.56466606425   0.00118336663955   
0.197280558126   0.0206963425791   8.7242758696   0.091465341793   
0.0827853703164   0.0215529403012   8.99122607569   0.142257453799   
0.0511525224474   0.0212491148105   8.66275783168   0.182985401298   
0.170261715395   0.0205562927575   8.96378782735   0.04216044285   
-0.271646217979   0.0303489201768   6.94448267215   0.00987202909788   
-0.0783135245164   0.0208204621829   7.84509804001   0.0854450326849   
0.176091259056   0.0217328468905   9.39794000867   0.0555752260613   
-0.0222763947112   0.0205872507703   7.94939000664   0.236946142295   
0.209515014543   0.0289959734888   9.7923916895   0.02474268154   
-0.255707016877   0.0195760619811   7.14612803568   0.162255545757   
-0.0915149811214   0.0214641002709   7.94448267215   0.121519024343   
0.0606978403536   0.0226794361879   8.8260748027   0.0289959734888   
-0.167491087294   0.0191724960381   7.92427928606   0.154164617203   
0.231724383329   0.0216690082186   9.67209785794   0.097613134748   
-0.0530567293022   0.0196425118947   8.30102999566   0.0435750878595   
-0.251811972994   0.0232880710207   6.83250891271   0.104137971214   
-0.318758762624   0.0226399907308   6.20411998266   0.110924374808   
0.239299479127   0.0212937218856   10.3222192947   0.413919517286   
0.0453229787867   0.0215367328642   8.90308998699   0.220922747186   
-0.124938736608   0.0202818074721   7.77085201164   0.0774509799929   
0.184691430818   0.0369900261809   9.60205999133   0.0751929294104   
-0.0385789059336   0.0213759902105   8.23044892138   0.0935433216786   
0.0681858617462   0.0204306106582   8.69019608003   0.143833017053   
0.20139712432   0.0218697619272   9.57978359662   0.162694670762   
0.161368002235   0.0209822507718   8.77815125038   0.150514997832   
-0.10237290871   0.0410933780937   7.4814426285   0.00643976408801   
-0.10237290871   0.0695895878615   6.99122607569   0.00443173016565   
0.123851640967   0.0212418410489   8.60205999133   0.226148835497   
-0.10790539731   0.0531587407649   7.74036268949   0.103902836116   
0.194514341882   0.0222197243164   9.36172783602   0.100822681764   
0.108903127667   0.0219869689101   9.11394335231   0.150514997832   
-0.271646217979   0.0507288203794   7.03342375549   0.0220338133157   
