1 sersic 5.3719 14.7536 1.2806 -99.9999 8.2922
2 disc 19.2000 16.2700 -99.9999 -99.9999 7.8580
8 ferrer 18.8648 17.1893 3.9999 0.0100 11.3226
9 ferrer 8.9579 16.0535 4.0000 0.0100 11.8040
10 gring 16.6135 19.9389 31.6830 -99.9999 11.0724
4 gaussian 1.7179 11.3964 -99.9999 -99.9999 10.0857
Delta 0.00789934806722
Total_galaxy_magnitude 7.15079004618
