1 sersic 3.2503 15.9354 4.0407 -99.9999 9.9821
2 disc 38.1900 17.6000 -99.9999 -99.9999 7.6948
4 gring 48.5300 20.9300 82.9300 -99.9999 9.8549
6 ferrer 38.9437 20.2094 0.1756 0.0100 11.1905
8 sersic 15.6633 17.0274 1.3950 -99.9999 8.2007
Delta 0.0157029198064
Total_galaxy_magnitude 6.9832136194
