1 sersic 5.8433 14.3518 1.3859 -99.9999 7.6695
2 disc 50.1703 16.7284 -99.9999 -99.9999 6.2307
6 ferrer 30.4835 17.1529 3.9961 0.0100 10.2432
Delta 0.0109325639161
Total_galaxy_magnitude 5.9537252714
