1 sersic 5.6459 14.5644 1.7805 -99.9999 7.8330
2 disc 33.8308 16.6490 -99.9999 -99.9999 7.0070
6 ferrer 28.8638 16.3466 3.9997 0.0100 9.5563
Delta 0.00826796345292
Total_galaxy_magnitude 6.52218365463
