1 sersic 18.9379 14.6161 0.5006 -99.9999 5.8356
3 disc 123.5700 15.8000 -99.9999 -99.9999 3.3450
6 ferrer 21.8028 12.2231 4.0000 0.0100 6.0421
Delta 0.213011106632
Total_galaxy_magnitude 3.161361317
