# logMassSph err_logMassSph logMassBH err_logMassBH 
-0.232880820784 -0.247953050815 6.64345267413 0.301029995664 
-0.68536443365 -0.0584883333334 7.5910645911 0.0111381975152 
-0.077638734495 -0.0584883333334 8.14612802828 0.160167577987 
0.882371181697 -0.0584883333334 8.59106461765 0.0447002051846 
-0.44115443948 -0.0584883333334 6.20412000328 0.110924374808 
0.0381465667285 -0.307671068357 7.86923172533 0.0891915251062 
-0.249292873198 -0.0584883333334 6.77815124068 0.103236949728 
-0.260595904375 -0.0584883333334 6.86332285374 0.0905273385803 
0.425602891937 -0.307671068357 7.5910645911 0.16789605594 
-0.0731228653428 -0.0584883333334 7.62324927684 0.0414871179026 
-0.406771960931 -0.247953050815 7.86332287147 0.28625236213 
0.728917742467 -0.247953050815 8.17609125906 0.253542242747 
0.663096739582 -0.307671068357 9.16136800223 0.0602869656029 
0.302690886064 -0.0584883333334 8.76342799356 0.0375323399264 
0.0560762303676 -0.247953050815 6.91907807585 0.020946082459 
-0.706858600023 -0.0584883333334 7.14612803753 0.602059875052 
-0.844890900432 -0.247953050815 7.17609127631 0.340620607903 
-1.1699882771 -0.247953050815 7.6020599978 0.0496923153326 
0.00690374933716 -0.247953050815 8.23044893356 0.0513311702674 
0.122139526295 -0.247953050815 6.38021124549 0.301029995664 
0.438951301696 -0.0584883333334 8.94448268156 0.244414004237 
-0.421866065947 -0.247953050815 7.14612803753 0.238560623989 
-0.241321921504 -0.0584883333334 8.30102999566 0.110924374808 
0.351664172977 -0.247953050815 7.88649071441 0.0286133351501 
-0.168711935943 -0.0584883333334 7.23044892595 0.0395906216757 
0.190843994304 -0.247953050815 7.53147892161 0.0255762603811 
0.562643345817 -0.0584883333334 8.38021125897 0.0545722347125 
-0.623477099423 -0.247953050815 6.76342798107 0.0602869702604 
0.996618522277 -0.247953050815 8.49136168047 0.127636257154 
0.919832530705 -0.247953050815 8.11394333638 0.176091266246 
-0.357586644889 -0.307671068357 8.90848503933 0.105964836148 
-0.549018165905 -0.307671068357 8.2552724936 0.102059997799 
0.202549855159 -0.247953050815 7.81291334071 0.0469522533713 
-0.582858250578 -0.307671068357 6.87506128065 0.0115839326159 
0.219130481897 -0.247953050815 7.83250891727 0.084061160625 
0.338554038737 -0.247953050815 8.0791812633 0.363499319479 
-0.335303111343 -0.0584883333334 7.77815126764 0.0458851860358 
-0.0582426471053 -0.0584883333334 7.89762710309 0.202714014191 
0.752202507167 -0.307671068357 8.2552724936 0.0352905385703 
-0.690361629663 -0.247953050815 6.14612804908 0.301029995665 
0.446367962177 -0.307671068357 7.65321250227 0.124161827345 
0.601376166127 -0.0584883333334 8.20411998913 0.0997861783042 
-0.0923877413428 -0.307671068357 8.41497333204 0.217864297136 
0.0230146299417 -0.307671068357 7.03342376675 0.0201206084162 
