# MAGSph err_MAGSph logMassBH err_logMassBH 
-2.29650179194 0.146220833333 9.38021124171 0.192675440682 
1.58231786216 0.619882627037 6.64345267413 0.301029995664 
-2.49438213784 0.146220833333 9.04139268516 0.0798504214338 
-0.0542281181394 0.619882627037 8.80617998046 0.0271788311613 
-0.436396215239 0.619882627037 8.60205999133 0.110924374808 
2.74742742606 0.146220833333 7.5910645911 0.0111381975152 
1.11603130956 0.146220833333 8.14612802828 0.160167577987 
-2.68626417964 0.146220833333 9.39794000867 0.0334733948153 
-1.32261010324 0.146220833333 8.59106461765 0.0447002051846 
2.31917560766 0.146220833333 6.20412000328 0.110924374808 
0.849271925161 0.769177670893 7.86923172533 0.0891915251062 
-2.15297524664 0.619882627037 8.95424250944 0.0409106708996 
-2.14053308354 0.619882627037 9.76342799356 0.0262393067494 
-0.626141433839 0.619882627037 8.67209784031 0.0463770285148 
1.77662652586 0.146220833333 6.77815124068 0.103236949728 
1.70708303936 0.146220833333 6.86332285374 0.0905273385803 
0.666810303161 0.146220833333 8.91907810236 0.0981473198826 
-0.140889378839 0.769177670893 7.5910645911 0.16789605594 
1.03627501436 0.146220833333 7.62324927684 0.0414871179026 
1.79853818096 0.619882627037 7.86332287147 0.28625236213 
-1.03447481284 0.619882627037 8.17609125906 0.253542242747 
-1.03373440694 0.769177670893 9.16136800223 0.0602869656029 
0.173593487061 0.146220833333 8.76342799356 0.0375323399264 
-2.57111874144 0.146220833333 8.67209784031 0.0557460109673 
0.856665608261 0.619882627037 6.91907807585 0.020946082459 
2.61066435106 0.146220833333 7.14612803753 0.602059875052 
3.05686559306 0.619882627037 7.17609127631 0.340620607903 
3.74737560766 0.619882627037 7.6020599978 0.0496923153326 
0.905858477661 0.619882627037 8.23044893356 0.0513311702674 
0.843538180961 0.619882627037 6.38021124549 0.301029995664 
-2.42437944034 0.146220833333 9.55630250077 0.0183614035124 
-0.360849359739 0.146220833333 8.94448268156 0.244414004237 
2.09220971866 0.619882627037 7.14612803753 0.238560623989 
1.42570971866 0.146220833333 8.30102999566 0.110924374808 
0.362357418561 0.619882627037 7.88649071441 0.0286133351501 
1.42449769086 0.146220833333 7.23044892595 0.0395906216757 
0.375394519661 0.619882627037 7.53147892161 0.0255762603811 
-0.493440513539 0.146220833333 8.38021125897 0.0545722347125 
2.73056059956 0.619882627037 6.76342798107 0.0602869702604 
-1.66008314854 0.619882627037 8.49136168047 0.127636257154 
-1.50757496404 0.619882627037 8.11394333638 0.176091266246 
-0.639134406939 0.619882627037 8.30102999566 0.172616834446 
-3.14298558394 0.146220833333 9.98677173427 0.126272686118 
1.54058707246 0.769177670893 8.90848503933 0.105964836148 
2.27282025226 0.769177670893 8.2552724936 0.102059997799 
0.456039929961 0.619882627037 7.81291334071 0.0469522533713 
-1.86316367424 0.619882627037 8.69897000434 0.0880456295278 
-0.189310993939 0.619882627037 8.5185139336 0.360079660947 
2.59714530136 0.769177670893 6.87506128065 0.0115839326159 
0.375291646261 0.619882627037 7.83250891727 0.084061160625 
-0.0227672458394 0.619882627037 8.0791812633 0.363499319479 
1.55242562936 0.146220833333 7.77815126764 0.0458851860358 
1.12964530136 0.146220833333 7.89762710309 0.202714014191 
-0.961334348439 0.769177670893 8.2552724936 0.0352905385703 
-3.68500857824 0.146220833333 10.3222192947 0.434615859865 
2.89777192516 0.619882627037 6.14612804908 0.301029995665 
-1.59679617194 0.146220833333 8.86923172533 0.219666340497 
-0.0299280748394 0.769177670893 7.65321250227 0.124161827345 
-0.584268495839 0.146220833333 8.20411998913 0.0997861783042 
0.895387204361 0.769177670893 8.41497333204 0.217864297136 
-1.95748692164 0.619882627037 9.04139268516 0.0395906230238 
-2.89036851444 0.146220833333 8.77085201866 0.153281239443 
-2.46665048854 0.146220833333 8.56820172966 0.228458927966 
-2.49428936354 0.619882627037 9.39794000867 0.0880456295278 
-3.04435558994 0.619882627037 9.11394335231 0.150514997832 
1.08246310006 0.769177670893 7.03342376675 0.0201206084162 
