# MAGSph err_MAGSph logMassBH err_logMassBH 
-1.38188412816 0.146220833333 9.38021124171 0.192675440682 
-1.57976447406 0.146220833333 9.04139268516 0.0798504214338 
0.86038954564 0.619882627037 8.80617998046 0.0271788311613 
0.47822144854 0.619882627037 8.60205999133 0.110924374808 
-1.77164651586 0.146220833333 9.39794000867 0.0334733948153 
-0.40799243946 0.146220833333 8.59106461765 0.0447002051846 
1.76388958894 0.769177670893 7.86923172533 0.0891915251062 
-1.23835758286 0.619882627037 8.95424250944 0.0409106708996 
-1.22591541976 0.619882627037 9.76342799356 0.0262393067494 
0.28847622994 0.619882627037 8.67209784031 0.0463770285148 
0.77372828494 0.769177670893 7.5910645911 0.16789605594 
2.71315584474 0.619882627037 7.86332287147 0.28625236213 
-0.11911674316 0.769177670893 9.16136800223 0.0602869656029 
1.08821115084 0.146220833333 8.76342799356 0.0375323399264 
-1.65650107766 0.146220833333 8.67209784031 0.0557460109673 
1.77128327204 0.619882627037 6.91907807585 0.020946082459 
-1.50976177656 0.146220833333 9.55630250077 0.0183614035124 
0.55376830404 0.146220833333 8.94448268156 0.244414004237 
1.27697508234 0.619882627037 7.88649071441 0.0286133351501 
1.29001218344 0.619882627037 7.53147892161 0.0255762603811 
0.42117715024 0.146220833333 8.38021125897 0.0545722347125 
-0.74546548476 0.619882627037 8.49136168047 0.127636257154 
-0.59295730026 0.619882627037 8.11394333638 0.176091266246 
0.27548325684 0.619882627037 8.30102999566 0.172616834446 
-2.22836792016 0.146220833333 9.98677173427 0.126272686118 
3.18743791604 0.769177670893 8.2552724936 0.102059997799 
-0.94854601046 0.619882627037 8.69897000434 0.0880456295278 
0.72530666984 0.619882627037 8.5185139336 0.360079660947 
1.28990931004 0.619882627037 7.83250891727 0.084061160625 
0.89185041794 0.619882627037 8.0791812633 0.363499319479 
2.46704329314 0.146220833333 7.77815126764 0.0458851860358 
2.04426296514 0.146220833333 7.89762710309 0.202714014191 
-0.0467166846605 0.769177670893 8.2552724936 0.0352905385703 
-2.77039091446 0.146220833333 10.3222192947 0.434615859865 
-0.68217850816 0.146220833333 8.86923172533 0.219666340497 
0.88468958894 0.769177670893 7.65321250227 0.124161827345 
0.33034916794 0.146220833333 8.20411998913 0.0997861783042 
1.81000486814 0.769177670893 8.41497333204 0.217864297136 
-1.04286925786 0.619882627037 9.04139268516 0.0395906230238 
-1.97575085066 0.146220833333 8.77085201866 0.153281239443 
-1.55203282476 0.146220833333 8.56820172966 0.228458927966 
-1.57967169976 0.619882627037 9.39794000867 0.0880456295278 
-2.12973792616 0.619882627037 9.11394335231 0.150514997832 
