1 sersic 1.5294 15.2599 2.2962 -99.9999 11.2360
2 disc 12.4000 16.5400 -99.9999 -99.9999 9.0774
6 gring 6.7297 18.5833 19.2947 -99.9999 11.2364
8 ferrer 4.5151 16.0916 0.1322 0.0100 11.7106
Delta 0.0296913544151
Total_galaxy_magnitude 8.74175107679
