1 sersic 5.7438 16.4939 1.1165 -99.9999 9.9528
2 disc 37.1000 17.6100 -99.9999 -99.9999 7.7677
3 ferrer 43.1000 18.2000 0.2283 0.0100 9.0088
4 gaussian 0.9341 10.9649 -99.9999 -99.9999 10.9773
Delta 0.0311778694814
Total_galaxy_magnitude 7.32420498373
