# lognmaj err_logn logMassBH err_logMassBH 
-0.281173713608 0.186467313354 6.64345267413 0.301029995664 
0.113346206983 0.0671355713866 7.5910645911 0.0111381975152 
0.163189417688 0.0671355713866 8.14612802828 0.160167577987 
-0.255732765795 0.0671355713866 6.20412000328 0.110924374808 
0.0364596123159 0.246127889722 7.86923172533 0.0891915251062 
-0.209295384021 0.0671355713866 6.77815124068 0.103236949728 
-0.0137704013431 0.0671355713866 6.86332285374 0.0905273385803 
0.396780002333 0.186467313354 7.86332287147 0.28625236213 
0.141090527466 0.186467313354 6.91907807585 0.020946082459 
-0.0301348932371 0.186467313354 8.23044893356 0.0513311702674 
-0.0781604045841 0.186467313354 6.38021124549 0.301029995664 
0.0501304052449 0.186467313354 7.14612803753 0.238560623989 
0.343517161764 0.186467313354 7.53147892161 0.0255762603811 
-0.0532273102611 0.186467313354 7.81291334071 0.0469522533713 
-0.385524580026 0.246127889722 6.87506128065 0.0115839326159 
-0.0281007233271 0.186467313354 6.14612804908 0.301029995665 
0.0906068424089 0.246127889722 7.03342376675 0.0201206084162 
