# lognmaj err_logn MAGsph err_MAGsph 
0.343504468514 0.0671355713866 -26.1533917002 0.146220833333 
-0.737232401722 0.186467313354 -22.2745720461 0.619882627037 
0.288590479172 0.0671355713866 -26.3512720461 0.146220833333 
0.0597756577369 0.186467313354 -23.9111180264 0.619882627037 
0.217870211709 0.186467313354 -24.2932861235 0.619882627037 
-0.419144709767 0.0671355713866 -21.1094624822 0.146220833333 
-0.375981016392 0.0671355713866 -22.7408585987 0.146220833333 
0.232021358237 0.0671355713866 -26.5431540879 0.146220833333 
0.441053707288 0.0671355713866 -25.1795000115 0.146220833333 
-0.362035680416 0.0671355713866 -21.5377143006 0.146220833333 
-0.185954889693 0.246127889722 -23.0076179831 0.769177670893 
0.393059972673 0.186467313354 -26.0098651549 0.619882627037 
0.264477860412 0.186467313354 -25.9974229918 0.619882627037 
0.205092717493 0.186467313354 -24.4830313421 0.619882627037 
-0.454462351761 0.0671355713866 -22.0802633824 0.146220833333 
-0.399844226523 0.0671355713866 -22.1498068689 0.146220833333 
0.279653333642 0.246127889722 -23.9977792871 0.769177670893 
-0.20294886937 0.0671355713866 -22.8206148939 0.146220833333 
0.0528724376779 0.186467313354 -22.0583517273 0.619882627037 
0.0622299417709 0.246127889722 -24.8906243152 0.769177670893 
0.107226546894 0.0671355713866 -23.6832964212 0.146220833333 
0.497386295139 0.0671355713866 -26.4280086497 0.146220833333 
-0.0645214925091 0.186467313354 -23.0002243 0.619882627037 
-0.33186105073 0.0671355713866 -21.2462255572 0.146220833333 
-0.410456757412 0.186467313354 -20.8000243152 0.619882627037 
-0.398954348638 0.186467313354 -20.1095143006 0.619882627037 
-0.424405892127 0.186467313354 -22.9510314306 0.619882627037 
-0.470489797195 0.186467313354 -23.0133517273 0.619882627037 
0.316170976583 0.0671355713866 -26.2812693486 0.146220833333 
0.204206906009 0.0671355713866 -24.217739268 0.146220833333 
-0.462580241983 0.186467313354 -21.7646801896 0.619882627037 
-0.274246462836 0.0671355713866 -22.4311801896 0.146220833333 
0.459670732774 0.186467313354 -23.4945324897 0.619882627037 
-0.252284479031 0.0671355713866 -22.4323922174 0.146220833333 
-0.0815352031221 0.186467313354 -23.4814953886 0.619882627037 
0.154468478939 0.0671355713866 -24.3503304218 0.146220833333 
-0.387049580882 0.186467313354 -21.1263293087 0.619882627037 
0.299358691244 0.186467313354 -25.5169730568 0.619882627037 
0.24206864318 0.186467313354 -25.3644648723 0.619882627037 
0.251116449919 0.186467313354 -24.4960243152 0.619882627037 
0.41146908906 0.0671355713866 -26.9998754922 0.146220833333 
-0.175896919997 0.246127889722 -21.584069656 0.769177670893 
-0.23054381275 0.186467313354 -23.4008499783 0.619882627037 
0.135383164033 0.186467313354 -25.7200535825 0.619882627037 
0.265226765638 0.186467313354 -24.0462009022 0.619882627037 
-0.376370343609 0.246127889722 -21.2597446069 0.769177670893 
-0.0870020581521 0.186467313354 -23.481598262 0.619882627037 
-0.0407580489541 0.186467313354 -23.8796571541 0.619882627037 
-0.0285519023151 0.0671355713866 -22.3044642789 0.146220833333 
-0.0245919412261 0.0671355713866 -22.7272446069 0.146220833333 
0.320986728606 0.246127889722 -24.8182242567 0.769177670893 
0.328601762667 0.0671355713866 -27.5418984865 0.146220833333 
-0.27038944782 0.186467313354 -20.9591179831 0.619882627037 
0.255934086869 0.0671355713866 -25.4536860802 0.146220833333 
0.0635167411769 0.0671355713866 -24.4411584041 0.146220833333 
-0.133796235232 0.246127889722 -22.9615027039 0.769177670893 
0.251016947301 0.186467313354 -25.8143768299 0.619882627037 
0.243644266973 0.0671355713866 -26.7472584227 0.146220833333 
0.241646466693 0.0671355713866 -26.3235403968 0.146220833333 
0.212156767778 0.186467313354 -26.3511792718 0.619882627037 
0.326071784996 0.186467313354 -26.9012454982 0.619882627037 
-0.363640276625 0.246127889722 -22.7744268082 0.769177670893 
