# lognmaj err_logn MAGsph err_MAGsph 
-0.352363612594 0.186467313354 -22.2745720461 0.619882627037 
0.507566421194 0.186467313354 -23.9111180264 0.619882627037 
0.0421563079972 0.0671355713866 -21.1094624822 0.146220833333 
0.0919995187022 0.0671355713866 -22.7408585987 0.146220833333 
-0.326922664781 0.0671355713866 -21.5377143006 0.146220833333 
-0.0347302866698 0.246127889722 -23.0076179831 0.769177670893 
-0.280485283007 0.0671355713866 -22.0802633824 0.146220833333 
-0.0849603003288 0.0671355713866 -22.1498068689 0.146220833333 
0.0738423816562 0.0671355713866 -22.8206148939 0.146220833333 
0.325590103347 0.186467313354 -22.0583517273 0.619882627037 
0.0699006284802 0.186467313354 -23.0002243 0.619882627037 
0.0987901937542 0.0671355713866 -21.2462255572 0.146220833333 
-0.15416958113 0.186467313354 -20.8000243152 0.619882627037 
-0.204048002303 0.186467313354 -20.1095143006 0.619882627037 
-0.101324792223 0.186467313354 -22.9510314306 0.619882627037 
-0.14935030357 0.186467313354 -23.0133517273 0.619882627037 
-0.0210594937408 0.186467313354 -21.7646801896 0.619882627037 
0.201072487019 0.0671355713866 -22.4311801896 0.146220833333 
-0.0645238561168 0.0671355713866 -22.4323922174 0.146220833333 
0.272327262778 0.186467313354 -23.4814953886 0.619882627037 
-0.0879008930648 0.186467313354 -21.1263293087 0.619882627037 
0.122346047256 0.246127889722 -21.584069656 0.769177670893 
-0.124417209247 0.186467313354 -23.4008499783 0.619882627037 
-0.456714479012 0.246127889722 -21.2597446069 0.769177670893 
0.24211754455 0.186467313354 -23.481598262 0.619882627037 
0.156647746647 0.0671355713866 -22.3044642789 0.146220833333 
0.171300990073 0.0671355713866 -22.7272446069 0.146220833333 
-0.0992906223128 0.186467313354 -20.9591179831 0.619882627037 
0.147186803219 0.246127889722 -22.9615027039 0.769177670893 
0.0194169434232 0.246127889722 -22.7744268082 0.769177670893 
