# lognmaj err_logn logMassBH err_logMassBH 
0.0588984145944 0.0671355713866 9.38021124171 0.192675440682 
0.00866700998143 0.0671355713866 9.04139268516 0.0798504214338 
-0.0436300659866 0.186467313354 8.60205999133 0.110924374808 
0.0610141547684 0.0671355713866 9.39794000867 0.0334733948153 
-0.0132457357826 0.0671355713866 8.59106461765 0.0447002051846 
0.133821467473 0.186467313354 8.95424250944 0.0409106708996 
0.242206719656 0.186467313354 9.76342799356 0.0262393067494 
-0.0936541950476 0.186467313354 8.67209784031 0.0463770285148 
-0.0305273724556 0.246127889722 7.5910645911 0.16789605594 
-0.186785549846 0.0671355713866 8.76342799356 0.0375323399264 
0.242575949376 0.0671355713866 8.67209784031 0.0557460109673 
0.124274414309 0.0671355713866 9.55630250077 0.0183614035124 
0.130068302673 0.186467313354 7.88649071441 0.0286133351501 
-0.0718451464036 0.0671355713866 8.38021125897 0.0545722347125 
-0.0416706127786 0.186467313354 8.49136168047 0.127636257154 
-0.0196867369976 0.186467313354 8.11394333638 0.176091266246 
-0.0425069044276 0.186467313354 8.30102999566 0.172616834446 
0.151880303073 0.0671355713866 9.98677173427 0.126272686118 
-0.0866295554096 0.186467313354 8.69897000434 0.0880456295278 
-0.129750100926 0.186467313354 8.5185139336 0.360079660947 
-0.398838158381 0.186467313354 8.0791812633 0.363499319479 
0.101088116385 0.246127889722 8.2552724936 0.0352905385703 
0.149476670719 0.0671355713866 10.3222192947 0.434615859865 
-0.13577827292 0.0671355713866 8.86923172533 0.219666340497 
-0.232729793573 0.0671355713866 8.20411998913 0.0997861783042 
0.0519569306984 0.186467313354 9.04139268516 0.0395906230238 
0.0758231460454 0.0671355713866 8.77085201866 0.153281239443 
-0.136068909774 0.0671355713866 8.56820172966 0.228458927966 
-0.0371905254766 0.186467313354 9.39794000867 0.0880456295278 
0.168786036427 0.186467313354 9.11394335231 0.150514997832 
