# lognmaj err_logn MAGsph err_MAGsph 
0.172695251225 0.0671355713866 -26.1533917002 0.146220833333 
0.122463846612 0.0671355713866 -26.3512720461 0.146220833333 
0.0701667706439 0.186467313354 -24.2932861235 0.619882627037 
0.174810991399 0.0671355713866 -26.5431540879 0.146220833333 
0.100551100848 0.0671355713866 -25.1795000115 0.146220833333 
0.247618304104 0.186467313354 -26.0098651549 0.619882627037 
0.356003556287 0.186467313354 -25.9974229918 0.619882627037 
0.0201426415829 0.186467313354 -24.4830313421 0.619882627037 
0.0832694641749 0.246127889722 -23.9977792871 0.769177670893 
-0.314096826244 0.0671355713866 -22.8206148939 0.146220833333 
0.0631785175919 0.246127889722 -24.8906243152 0.769177670893 
-0.0729887132151 0.0671355713866 -23.6832964212 0.146220833333 
0.356372786007 0.0671355713866 -26.4280086497 0.146220833333 
-0.289149014146 0.0671355713866 -21.2462255572 0.146220833333 
-0.54210878903 0.186467313354 -20.8000243152 0.619882627037 
-0.591987210203 0.186467313354 -20.1095143006 0.619882627037 
0.23807125094 0.0671355713866 -26.2812693486 0.146220833333 
-0.000315084227135 0.0671355713866 -24.217739268 0.146220833333 
-0.186866720881 0.0671355713866 -22.4311801896 0.146220833333 
0.243865139304 0.186467313354 -23.4945324897 0.619882627037 
-0.452463064017 0.0671355713866 -22.4323922174 0.146220833333 
0.0419516902269 0.0671355713866 -24.3503304218 0.146220833333 
0.0721262238519 0.186467313354 -25.5169730568 0.619882627037 
0.0941100996329 0.186467313354 -25.3644648723 0.619882627037 
0.0712899322029 0.186467313354 -24.4960243152 0.619882627037 
0.265677139704 0.0671355713866 -26.9998754922 0.146220833333 
-0.265593160644 0.246127889722 -21.584069656 0.769177670893 
0.0271672812209 0.186467313354 -25.7200535825 0.619882627037 
-0.0159532642951 0.186467313354 -24.0462009022 0.619882627037 
-0.14582166335 0.186467313354 -23.481598262 0.619882627037 
-0.28504132175 0.186467313354 -23.8796571541 0.619882627037 
-0.231291461253 0.0671355713866 -22.3044642789 0.146220833333 
-0.216638217827 0.0671355713866 -22.7272446069 0.146220833333 
0.214884953016 0.246127889722 -24.8182242567 0.769177670893 
0.26327350735 0.0671355713866 -27.5418984865 0.146220833333 
-0.0219814362891 0.0671355713866 -25.4536860802 0.146220833333 
-0.118932956942 0.0671355713866 -24.4411584041 0.146220833333 
-0.240752404681 0.246127889722 -22.9615027039 0.769177670893 
0.165753767329 0.186467313354 -25.8143768299 0.619882627037 
0.189619982676 0.0671355713866 -26.7472584227 0.146220833333 
-0.0222720731431 0.0671355713866 -26.3235403968 0.146220833333 
0.0766063111539 0.186467313354 -26.3511792718 0.619882627037 
0.282582873058 0.186467313354 -26.9012454982 0.619882627037 
