# lognmaj err_logn MAGsph err_MAGsph 
0.205050206433 0.0671355713866 -26.1533917002 0.146220833333 
0.150136217091 0.0671355713866 -26.3512720461 0.146220833333 
0.0794159496278 0.186467313354 -24.2932861235 0.619882627037 
0.0935670961558 0.0671355713866 -26.5431540879 0.146220833333 
0.302599445207 0.0671355713866 -25.1795000115 0.146220833333 
0.254605710592 0.186467313354 -26.0098651549 0.619882627037 
0.126023598331 0.186467313354 -25.9974229918 0.619882627037 
0.0666384554118 0.186467313354 -24.4830313421 0.619882627037 
0.141199071561 0.246127889722 -23.9977792871 0.769177670893 
-0.341403131451 0.0671355713866 -22.8206148939 0.146220833333 
-0.0762243203102 0.246127889722 -24.8906243152 0.769177670893 
-0.0312277151872 0.0671355713866 -23.6832964212 0.146220833333 
0.358932033058 0.0671355713866 -26.4280086497 0.146220833333 
-0.470315312811 0.0671355713866 -21.2462255572 0.146220833333 
-0.548911019493 0.186467313354 -20.8000243152 0.619882627037 
-0.537408610719 0.186467313354 -20.1095143006 0.619882627037 
0.177716714502 0.0671355713866 -26.2812693486 0.146220833333 
0.0657526439278 0.0671355713866 -24.217739268 0.146220833333 
-0.412700724917 0.0671355713866 -22.4311801896 0.146220833333 
0.321216470693 0.186467313354 -23.4945324897 0.619882627037 
-0.390738741112 0.0671355713866 -22.4323922174 0.146220833333 
0.0160142168578 0.0671355713866 -24.3503304218 0.146220833333 
0.160904429163 0.186467313354 -25.5169730568 0.619882627037 
0.103614381099 0.186467313354 -25.3644648723 0.619882627037 
0.112662187838 0.186467313354 -24.4960243152 0.619882627037 
0.273014826979 0.0671355713866 -26.9998754922 0.146220833333 
-0.314351182078 0.246127889722 -21.584069656 0.769177670893 
-0.00307109804817 0.186467313354 -25.7200535825 0.619882627037 
0.126772503557 0.186467313354 -24.0462009022 0.619882627037 
-0.225456320233 0.186467313354 -23.481598262 0.619882627037 
-0.179212311035 0.186467313354 -23.8796571541 0.619882627037 
-0.167006164396 0.0671355713866 -22.3044642789 0.146220833333 
-0.163046203307 0.0671355713866 -22.7272446069 0.146220833333 
0.182532466525 0.246127889722 -24.8182242567 0.769177670893 
0.190147500586 0.0671355713866 -27.5418984865 0.146220833333 
0.117479824788 0.0671355713866 -25.4536860802 0.146220833333 
-0.0749375209042 0.0671355713866 -24.4411584041 0.146220833333 
-0.272250497313 0.246127889722 -22.9615027039 0.769177670893 
0.11256268522 0.186467313354 -25.8143768299 0.619882627037 
0.105190004892 0.0671355713866 -26.7472584227 0.146220833333 
0.103192204612 0.0671355713866 -26.3235403968 0.146220833333 
0.0737025056968 0.186467313354 -26.3511792718 0.619882627037 
0.187617522915 0.186467313354 -26.9012454982 0.619882627037 
