# lognmaj err_logn logMassBH err_logMassBH 
0.172695251225 0.0671355713866 9.38021124171 0.192675440682 
0.122463846612 0.0671355713866 9.04139268516 0.0798504214338 
0.0701667706439 0.186467313354 8.60205999133 0.110924374808 
0.174810991399 0.0671355713866 9.39794000867 0.0334733948153 
0.100551100848 0.0671355713866 8.59106461765 0.0447002051846 
0.247618304104 0.186467313354 8.95424250944 0.0409106708996 
0.356003556287 0.186467313354 9.76342799356 0.0262393067494 
0.0201426415829 0.186467313354 8.67209784031 0.0463770285148 
0.0832694641749 0.246127889722 7.5910645911 0.16789605594 
-0.314096826244 0.0671355713866 7.62324927684 0.0414871179026 
0.0631785175919 0.246127889722 9.16136800223 0.0602869656029 
-0.0729887132151 0.0671355713866 8.76342799356 0.0375323399264 
0.356372786007 0.0671355713866 8.67209784031 0.0557460109673 
-0.289149014146 0.0671355713866 7.14612803753 0.602059875052 
-0.54210878903 0.186467313354 7.17609127631 0.340620607903 
-0.591987210203 0.186467313354 7.6020599978 0.0496923153326 
0.23807125094 0.0671355713866 9.55630250077 0.0183614035124 
-0.000315084227135 0.0671355713866 8.94448268156 0.244414004237 
-0.186866720881 0.0671355713866 8.30102999566 0.110924374808 
0.243865139304 0.186467313354 7.88649071441 0.0286133351501 
-0.452463064017 0.0671355713866 7.23044892595 0.0395906216757 
0.0419516902269 0.0671355713866 8.38021125897 0.0545722347125 
0.0721262238519 0.186467313354 8.49136168047 0.127636257154 
0.0941100996329 0.186467313354 8.11394333638 0.176091266246 
0.0712899322029 0.186467313354 8.30102999566 0.172616834446 
0.265677139704 0.0671355713866 9.98677173427 0.126272686118 
-0.265593160644 0.246127889722 8.2552724936 0.102059997799 
0.0271672812209 0.186467313354 8.69897000434 0.0880456295278 
-0.0159532642951 0.186467313354 8.5185139336 0.360079660947 
-0.14582166335 0.186467313354 7.83250891727 0.084061160625 
-0.28504132175 0.186467313354 8.0791812633 0.363499319479 
-0.231291461253 0.0671355713866 7.77815126764 0.0458851860358 
-0.216638217827 0.0671355713866 7.89762710309 0.202714014191 
0.214884953016 0.246127889722 8.2552724936 0.0352905385703 
0.26327350735 0.0671355713866 10.3222192947 0.434615859865 
-0.0219814362891 0.0671355713866 8.86923172533 0.219666340497 
-0.118932956942 0.0671355713866 8.20411998913 0.0997861783042 
-0.240752404681 0.246127889722 8.41497333204 0.217864297136 
0.165753767329 0.186467313354 9.04139268516 0.0395906230238 
0.189619982676 0.0671355713866 8.77085201866 0.153281239443 
-0.0222720731431 0.0671355713866 8.56820172966 0.228458927966 
0.0766063111539 0.186467313354 9.39794000867 0.0880456295278 
0.282582873058 0.186467313354 9.11394335231 0.150514997832 
